Graduation Year,Role,Employer,Company's Industry,Role Category,Tag 1,Tag 2,Tag 3,Career Webpage,Specify Other Industry,POST,Comments,Confidence Score
2023.0,Advocacy Assistant Coordinator,AMS of UBC ,,Post-Secondary Institution,"Administration and Office Management, Project / Program Development",,,https://www.ams.ubc.ca/opportunities/jobs/,,,Not on lInkedin anymore,80
2023.0,Senior Tutor,AMS of UBC ,,Post-Secondary Institution,Academia,,,https://www.ams.ubc.ca/opportunities/jobs/,,PRE,,80
2023.0,Econ & Math Tutor,AMS of UBC ,,Post-Secondary Institution,Academia,,,https://www.ams.ubc.ca/opportunities/jobs/,,PRE,,80
2023.0,Research Professional Intern,Analysis Group,,Research,Internships,,,https://www.analysisgroup.com/careers/,,PRE,,100
2023.0,Analyst/Research Professional,Analysis Group,,Research,Research,,,https://www.analysisgroup.com/careers/,,POST,,100
2023.0,Analyst,Analysis Group,,Non-government Organizations (NGO's),Non-government Organizations (NGO's),,,https://www.analysisgroup.com/careers/,,POST,,50
2023.0,Analyst,Analysis Group,,Non-government Organizations (NGO's),Non-government Organizations (NGO's),,,https://www.analysisgroup.com/careers/,,POST,,50
2023.0,Senior Analyst,Analysis Group,,Real Estate,Real Estate,,,https://www.analysisgroup.com/careers/,,POST,,55
2023.0,Analyst,Analysis Group,,Non-government Organizations (NGO's),Non-government Organizations (NGO's),,,https://www.analysisgroup.com/careers/,,POST,,50
2023.0,Sales Associate,Anthropologie,,Policy,Sales / Business Development,,,https://www.urbn.com/work-with-us,,POST,Should we count jobs held one month after graduation as post-grad when majority was pre?,67
2023.0,Actuarial and Analytics Intern ,Aon,,Finance & Banking,"Internships, Actuarial Science, Data Science & Analytics",,,https://jobs.aon.com/,,POST,Started during degree,80
2023.0,Acturarial Analyst,Aon,,Finance & Banking,Finance & Banking,,,https://jobs.aon.com/,,POST,,80
2023.0,Debate Coach,APASS Education,,Business & Enterprise,Business & Enterprise,,,https://apass.ca/joinourteam/,,PRE,,47
2023.0,Junior Data Analyst,Apero Health (Y Combinator),,Real Estate,Data Science & Analytics,,,https://www.ycombinator.com/companies/apero-health/jobs,,POST,,55
2023.0,Junior Data Analyst,Apero Health (Y Combinator),,Real Estate,Data Science & Analytics,,,https://www.ycombinator.com/companies/apero-health/jobs,,POST,,55
2023.0,Operations Specialist,Apero Health (Y Combinator),,Health and Healthcare,Operations and Supply Chain Management,,,https://www.ycombinator.com/companies/apero-health/jobs,,POST,,57
2023.0,Compliance and Project Manager,Apero Health (Y Combinator),,Law,Project / Program Development,,,https://www.ycombinator.com/companies/apero-health/jobs,,POST,,67
2023.0,Business Development Representative,Aplin,,Real Estate,Sales / Business Development,,,https://www.aplin.com/job-seekers/,,POST,,64
2023.0,Planning Associate,Arc'teryx Equipment,,Law,Law,,,https://arcteryx.com/ca/en/careers,,POST,,67
2023.0,Planning Coordinator,Arc'teryx Equipment,,Law,Project / Program Development,,,https://arcteryx.com/ca/en/careers,,POST,,67
2023.0,Demand Planner,Arc'teryx Equipment,,Law,Law,,,https://arcteryx.com/ca/en/careers,,POST,,67
2023.0,Investment Analyst,Artesian Investment Partners,,Government,Finance & Banking,,,https://www.linkedin.com/company/artesian-investment-partners/,,PRE,,60
2023.0,Associate,Artesian Investment Partners,,Government,Finance & Banking,,,https://www.linkedin.com/company/artesian-investment-partners/,,PRE,,60
2023.0,"Senior Associate, Private Equity",Artesian Investment Partners,,Government,"Investment Banking, Finance & Banking",,,https://www.linkedin.com/company/artesian-investment-partners/,,POST,Started during degree,60
2023.0,Intern Team Lead,Association of Family Offices in Asia,,Law,Internships,,,https://www.familyoffices-asia.com/,,PRE,,67
2023.0,Research Intern,Association of Family Offices in Asia,,Research,Internships,,,https://www.familyoffices-asia.com/,,PRE,,100
2023.0,Intern Team Lead,Atrax Systems,,Law,Internships,,,,,PRE,,67
2023.0,Hostess Server,Au Comptoir,,Policy,"Hospitality & Retail (Food, Service Industries)",,,https://www.aucomptoir.ca/,,PRE,,50
2023.0,Hostess Server,Au Comptoir,,Policy,"Hospitality & Retail (Food, Service Industries)",,,https://www.aucomptoir.ca/,,POST,,50
2023.0,Sales And Marketing Intern,Babysure Fertility Center,,AI and Machine Learning,"Internships, Sales / Business Development, Marketing & Communications",,,https://babysureivf.com/,,PRE,,57
2023.0,Investment and Strategy Analyst,Baihe,,Real Estate,"Strategy Consulting, Finance & Banking",,,,,PRE,,64
2023.0,Credit Analyst,Bangkok Bank,,Business & Enterprise,Technology,,,https://www.bangkokbank.com/en/About-Us/Bangkok-Bank-Careers,,PRE,,47
2023.0,Research Assistant,Bank of Canada,,Research,Administration and Office Management,,,https://www.bankofcanada.ca/careers/,,POST,,100
2023.0,Research Assistant,Bank of Canada,,Research,Administration and Office Management,,,https://www.bankofcanada.ca/careers/,,POST,,100
2023.0,Research Assistant,Bank of Canada,,Research,Administration and Office Management,,,https://www.bankofcanada.ca/careers/,,POST,,100
2023.0,Student Research Assistant,Bank of Canada ,,Research,Administration and Office Management,,,https://www.bankofcanada.ca/careers/,,POST,Started during degree,100
2023.0,Bank Intern ,Bank of China,,Internships,Internships,,,https://www.boc.cn/en/,,PRE,,55
2023.0,Grant Writer and Sponsorships Coordinator,Barks of Love Animal Rescue and Placement Services Corporation,,Internships,Project / Program Development,,,https://barksoflove.org/get-involved.html,,PRE,,64
2023.0,Customer Service Specialist,BBW International,,Internships,Customer Experience and Service Management,,,https://www.bbwinternational.com/careers,,PRE,,64
2023.0,External Stakeholder Engagement Co-op/Intern,BCI,,Real Estate,Internships,,,https://bci.wd10.myworkdayjobs.com/BCI_Careers,,PRE,,73
2023.0,Data Science Intern,BetterHelp,,Actuarial Science,"Internships, Data Science & Analytics",,,https://www.betterhelp.com/careers/,,POST,,65
2023.0,Data Scientist,BetterHelp,,Actuarial Science,Data Science & Analytics,,,https://www.betterhelp.com/careers/,,POST,,59
2023.0,Content writing Intern,Black Milk Media,,Law,"Internships, Marketing & Communications",,,"Website on LinkedIn links to virus, don't link",,PRE,,67
2023.0,"Analyst, Corporate Finance Division",BMO ,,Finance & Banking,Finance & Banking,,,https://jobs.bmo.com/ca/en?icid=tl-FEAT2953BRND4-AJBMOH354,,PRE,,80
2023.0,Graduate Risk Analyst,BNP Paribas,,Data Science & Analytics,Data Science & Analytics,,,https://group.bnpparibas/en/careers,,POST,Started during degree,50
2023.0,Operational Risk Analyst,BNP Paribas CIB,,Data Science & Analytics,Data Science & Analytics,,,https://careers.cib.bnpparibas/,,POST,,50
2023.0,Operational Risk Management Summer Intern,BNP Paribas CIB ,,Government,Internships,,,https://careers.cib.bnpparibas/,,PRE,,60
2023.0,Associate ,Boston Consulting Group,,Consulting & Advisory,Consulting & Advisory,,,https://careers.bcg.com/global/en/,,POST,,65
2023.0,Notetaker,British Columbia Law Institute,,Law,Law,,,https://www.bcli.org/about/get-involved/#work-opportunities,,POST,,100
2023.0,Executive Assistant,Brookes Westshore,,Real Estate,Administration and Office Management,,,https://www.linkedin.com/school/brookes-westshore/about/,,POST,,55
2023.0,Sales Associate,Browns Shoes Inc.,,Internships,Sales / Business Development,,,https://www.brownsshoes.com/en/page?fid=bs-careers,,PRE,,55
2023.0,M&A Market Research,Business Brothers,,Research,Research,,,,,PRE,,100
2023.0,Video Producer,ByteDance,,E-Commerce,E-Commerce,,,https://joinbytedance.com/?_tracking=lihome,,PRE,,50
2023.0,Program Director,Camp Ponacka,,E-Commerce,E-Commerce,,,https://ponacka.com/working-at-ponacka/,,PRE,,50
2023.0,Marketing Coordinator,Campus Nutrition,,Marketing & Communications,Project / Program Development,,,https://campusnutrition.ca/join,,POST,Started during degree,62
2023.0,"Student, Valuation and Stress Testing",Canada Deposit Insurance Corporation (CDIC) | Société d'assurance-dépôts du Canada (SADC),,Insurance,Technology,,,https://www.cdic.ca/about/careers/,,POST,,100
2023.0,"Analyst, Member Risk and Resolution",Canada Deposit Insurance Corporation (CDIC) | Société d'assurance-dépôts du Canada (SADC),,Insurance,Technology,,,https://www.cdic.ca/about/careers/,,POST,,100
2023.0,PDAT Responder,Canadian Red Cross,,Academia,Academia,,,https://www.redcross.ca/about-us/join-our-team,,POST,Started during degree,62
2023.0,PDAT Responder,Canadian Red Cross,,Academia,Academia,,,https://www.redcross.ca/about-us/join-our-team,,POST,,62
2023.0,Category Business Analyst,Canadian Tire Corporation,,Academia,Academia,,,https://corp.canadiantire.ca/English/careers/default.aspx,,POST,,62
2023.0,Analyst,Canvas Impact,,Environmental and Sustainability (ESG and Climate),Environmental and Sustainability (ESG and Climate),,,https://www.canvasimpact.com/contact,,PRE,,52
2023.0,Strategic Prospects and Economic Analysis for Sales and Marketing,CareerNiche,,Economics,"Sales / Business Development, Marketing & Communications",,,https://www.careernicheoutplacement.com/,,PRE,,89
2023.0,Strategic Prospects and Economic Analysis for Sales and Marketing,CareerNiche,,Economics,"Sales / Business Development, Marketing & Communications",,,https://www.careernicheoutplacement.com/,,PRE,,89
2023.0,Project Intern,Carpe Diem Suites ,,Internships,Project / Program Development,,,https://www.carpediemsuites.com/,,PRE,,64
2023.0,Summer Student,Cascades,,Academia,Academia,,,https://jobs.cascades.com/?locale=en_US&utm_source=careersite&utm_campaign=corpo-website,,PRE,,67
2023.0,Summer Law Student,Cassels Brock & Blackwell LLP,,Law,Law,,,https://cassels.com/join-us/,,POST,,100
2023.0,Analyst,CDNGLOBAL® Canada,,Academia,Academia,,,https://www.cdnglobal.com/careers,,POST,,50
2023.0,Associate Advisir,CDNGLOBAL® Canada,,Academia,Academia,,,https://www.cdnglobal.com/careers,,POST,,50
2023.0,Reading week student leader,Center for Community Engaged Learning,,Law,Law,,,https://www.fordham.edu/admissions-and-aid/,,PRE,,67
2023.0,Digital Strategist,Chambre de Commerce Francophone de Vancouver,,E-Commerce,E-Commerce,,,https://ccfvancouver.com/en/,,PRE,,90
2023.0,Private Equity Analyst,Charollais Capital,,Health and Healthcare,Investment Banking,,,https://www.charollaispartners.com/contact/,,PRE,,52
2023.0,Sales Associate,CI Global Asset Management,,Government,Sales / Business Development,,,https://www.cifinancial.com/ci-financial/ca/en/about-us/careers.html,,POST,,60
2023.0,Business Developer Manager,CI Global Asset Management,,Business & Enterprise,Technology,,,https://www.cifinancial.com/ci-financial/ca/en/about-us/careers.html,,POST,,62
2023.0,Investment Banking Analyst,CIBC Capital Markets,,Finance & Banking,Finance & Banking,,,https://www.cibc.com/en/about-cibc/careers.html,,PRE,,80
2023.0,Investment Banking Analyst,CIBC Capital Markets,,Finance & Banking,Finance & Banking,,,https://www.cibc.com/en/about-cibc/careers.html,,POST,,80
2023.0,Sales Associate,Circlr craft store,,Real Estate,Sales / Business Development,,,https://circlecraft.net/,,PRE,,55
2023.0,Markets Summer Analyst,Citi,,Data Science & Analytics,Data Science & Analytics,,,https://jobs.citi.com/,,PRE,,54
2023.0,Account Relationship Trainee,CITIC Securities Company Limited,,Law,Law,,,https://careers.citics.com/,,PRE,,67
2023.0,Service Attendant,City of Burnaby,,Real Estate,Real Estate,,,https://www.burnaby.ca/our-city/get-involved/jobs-and-careers,,POST,,55
2023.0,Administrative Clerk,City of Maple Ridge,,Insurance,Administration and Office Management,,,https://www.mapleridge.ca/careers,,PRE,,56
2023.0,Founder and Director,Clarity Glass Hardware,,Law,Law,,,https://www.linkedin.com/company/clarity-glass-hardware/about/,,PRE,,67
2023.0,Coast Capital Savings Youth Get It Program,Coast Capital Savings,,Actuarial Science,Technology,,,https://careers.coastcapitalsavings.com/?_ga=2.249963649.600097652.1560150165-1121974651.1555101858,,PRE,,59
2023.0,Volunteer Director,Conservative Party of Canada,,Energy and Resources,Energy and Resources,,,https://www.conservative.ca/cpc/volunteer/,,PRE,,55
2023.0,Regulatory Affairs Associate,CORIX Group of Companies (Canada),,Law,Law,,,https://www.corix.com/careers/,,PRE,,67
2023.0,Funding Analyst,Credit Solution Programs,,Data Science & Analytics,Technology,,,https://www.linkedin.com/company/credit-solution-programs/about/,,PRE,,50
2023.0,Research Intern,CrowdDoing,,Research,Internships,,,https://crowddoing.world/volunteer/,,PRE,,100
2023.0,"Economic Policy Junior Analyst, Fiscal Branch & Implementation Branch",Crown-Indigenous Relations and Northern Affairs Canada,,Policy,Policy,,,https://www.rcaanc-cirnac.gc.ca/eng/1100100033784/1610113269343,,POST,Started during degree,100
2023.0,Negotiation Analyst,Crown-Indigenous Relations and Northern Affairs Canada,,Law,Law,,,https://www.rcaanc-cirnac.gc.ca/eng/1100100033784/1610113269343,,POST,,67
2023.0,Apprentice Financial Advisor,D.A. Davidson Companies ,,Law,Law,,,https://www.dadavidson.com/Careers,,POST,,67
2023.0,Bike Field Technician,"DBA ""Mobi by Shaw Go""",,Law,Law,,,https://www.mobibikes.ca/en/jobs,,PRE,,67
2023.0,Risk Advisory Analyst,Deloitte,,Consulting & Advisory,Insurance,,,https://www.deloitte.com/global/en/careers/job-search.html,,PRE,,80
2023.0,Business Analyst,Deloitte,,Consulting & Advisory,Consulting & Advisory,,,https://www.deloitte.com/global/en/careers/job-search.html,,PRE,,80
2023.0,Consultant | Corporate Governance & Risk Strategy,Deloitte,,Consulting & Advisory,"Strategy Consulting, Insurance",,,https://www.deloitte.com/global/en/careers/job-search.html,,POST,,80
2023.0,Senior Consultant | Corporate Governance & Risk Strategy,Deloitte,,Consulting & Advisory,"Strategy Consulting, Insurance",,,https://www.deloitte.com/global/en/careers/job-search.html,,POST,,80
2023.0,Investment Risk Management Intern,Deloitte India,,Consulting & Advisory,"Internships, Finance & Banking",,,https://southasiacareers.deloitte.com/go/Deloitte-India/718244/,,PRE,,80
2023.0,ConnecTra Society Assistant Program Coordinator,Disability Foundation,,Academia,"Administration and Office Management, Project / Program Development",,,https://disabilityfoundation.org/volunteer/,,PRE,,50
2023.0,PPP Services Clerk,District of North Vancouver,,Politics,Politics,,,https://www.dnv.org/government-administration/jobs-and-volunteering,,POST,,50
2023.0,Operations and Front Desk Staff,Doug Mitchell Thunderbird Sports Centre,,Recreation and Culture,"Hospitality & Retail (Food, Service Industries), Operations and Supply Chain Management",,,https://thunderbirdarena.ubc.ca/,,PRE,,64
2023.0,Caseworker- Family Law,Downtown Legal Services,,Law,Law,,,https://downtownlegalservices.ca/student-programs/,,POST,,100
2023.0,Instructional Coach,Dragon Zone,,Insurance,Insurance,,,https://dragonzone.ca/,,PRE,,56
2023.0,"Director, Research and Development",DYNE,,Research,Research,,,https://www.dyneapp.ca/career,,PRE,,100
2023.0,Station Chef,Earls Kitchen + Bar,,AI and Machine Learning,"Hospitality & Retail (Food, Service Industries)",,,https://earls.ca/careers/,,PRE,,52
2023.0,Academic Tutor,Easy Group Inc.,,Academia,Academia,,,https://www.linkedin.com/company/easy-group-inc/about/,,PRE,,88
2023.0,Planning and Development Intern,Eau Claire County,,Law,Internships,,,https://www.governmentjobs.com/careers/eauclaire/,,POST,,67
2023.0,Project Management Intern,EduFunder.com,,Government,"Internships, Project / Program Development",,,https://edufunder.com/,,PRE,,60
2023.0,Indigenous Conservation Research and Analysis Contractor,Environment and Climate Change Canada,,Research,Research,,,https://www.canada.ca/en/environment-climate-change/corporate/jobs.html,,PRE,,100
2023.0,Human Health Venture Studio Assistant,entrepreneurship@UBC,,Post-Secondary Institution,Administration and Office Management,,,https://innovation.ubc.ca/entrepreneurship-ventures/entrepreneurial-pathways,,PRE,,80
2023.0,Economist,Environment and Climate Change Canada,,Economics,Economics,,,https://www.canada.ca/en/environment-climate-change/corporate/jobs.html,,POST,,89
2023.0,Junior Policy Analyst,Environment and Climate Change Canada,,Policy,Policy,,,https://www.canada.ca/en/environment-climate-change/corporate/jobs.html,,POST,,100
2023.0,Account Manager,Events Lead Supplies,,Law,Law,,,https://elsupplies.ca/,,,Not on Linkedin anymore,67
2023.0,Quantitative Research Intern,Everbright Securities,,Research,"Internships, Data Science & Analytics",,,http://www.ebscn.com/index/,,PRE,,100
2023.0,Quantitative Research Intern,Everbright Securities,,Research,"Internships, Data Science & Analytics",,,http://www.ebscn.com/index/,,POST,,100
2023.0,Risk Advisory Analyst,EY,,Consulting & Advisory,Insurance,,,https://www.ey.com/en_ca/careers,,PRE,,80
2023.0,Transactions & Strategy Summer Intern,EY,,Consulting & Advisory,"Internships, Strategy Consulting",,,https://www.ey.com/en_ca/careers,,PRE,,80
2023.0,Surveyor,Fairview Strategy,,Real Estate,Strategy Consulting,,,https://fairviewstrategy.com/,,PRE,,64
2023.0,Owner,Famdrew.Store,,Energy and Resources,Energy and Resources,,,,,POST,,63
2023.0,Executive Coordinator,Federation of Asian Canadian Lawyers BC,,Law,Project / Program Development,,,https://www.faclbc.ca/,,POST,,100
2023.0,Fedex Package Handler,FedEx Ground,,Academia,Academia,,,https://www.fedex.com/en-ca/careers.html,,PRE,,50
2023.0,Business Development Representative,Fidelity Canada,,Real Estate,Sales / Business Development,,,https://careers.fidelity.ca/en/index/,,POST,,64
2023.0,Business Development Associate,Fidelity Canada,,Business & Enterprise,Sales / Business Development,,,https://careers.fidelity.ca/en/index/,,POST,,62
2023.0,Senior Business Development Associate,Fidelity Canada,,Business & Enterprise,Sales / Business Development,,,https://careers.fidelity.ca/en/index/,,POST,,62
2023.0,Mergers and Acquisitions Intern,Finning,,Internships,Internships,,,https://www.finning.com/en_CA/company/careers/our-open-jobs.html,,PRE,,64
2023.0,Compliance and ESG,Freepoint Commodities,,Law,Law,,,https://www.freepoint.com/life-at-freepoint/#jobs,,POST,,67
2023.0,Product Manager,GeoComply,,Policy,Policy,,,https://www.geocomply.com/careers/,,PRE,,50
2023.0,Business Development and Fraud Associate,GeoComply,,Business & Enterprise,Sales / Business Development,,,https://www.geocomply.com/careers/,,PRE,,62
2023.0,Commercial Associate,GeoComply,,E-Commerce,E-Commerce,,,https://www.geocomply.com/careers/,,PRE,,70
2023.0,Campus Ambassador,GeoComply,,Policy,Policy,,,https://www.geocomply.com/careers/,,,Not on lInkedin anymore,50
2023.0,Product Marketing Intern,GeoComply,,Insurance,"Internships, Marketing & Communications",,,https://www.geocomply.com/careers/,,PRE,,56
2023.0,GeoGuard Market Specialist Intern,GeoComply,,Internships,Internships,,,https://www.geocomply.com/careers/,,PRE,,55
2023.0,Field Enablement Associate- Fraud & Risk,GeoComply,,Government,Government,,,https://www.geocomply.com/careers/,,POST,,60
2023.0,Commercial Operations Specialist,GeoComply,,E-Commerce,Operations and Supply Chain Management,,,https://www.geocomply.com/careers/,,POST,,70
2023.0,Program Manager I- Technical Operations,GeoComply,,Technology,"Project / Program Development, Operations and Supply Chain Management",,,https://www.geocomply.com/careers/,,POST,,60
2023.0,Program Manager II,GeoComply,,Academia,Project / Program Development,,,https://www.geocomply.com/careers/,,POST,,50
2023.0,Product Manager,GeoComply,,Policy,Policy,,,https://www.geocomply.com/careers/,,POST,,50
2023.0,Mentor,Global Ideas Institute (GII),,Insurance,Insurance,,,https://munkschool.utoronto.ca/gii/how-get-involved,,POST,,56
2023.0,Research Coordinator,Global Ideas Institute (GII),,Research,Project / Program Development,,,https://munkschool.utoronto.ca/gii/how-get-involved,,POST,,100
2023.0,English Instructor,Global Knowledges Center,,Insurance,Insurance,,,,,PRE,,56
2023.0,Digital and Marketing Intern ,gogglesoc,,Law,"Internships, Marketing & Communications",,,https://gogglesoc.com/,,PRE,,67
2023.0,Digital and Marketing Intern,gogglesoc,,Law,"Internships, Marketing & Communications",,,https://gogglesoc.com/,,PRE,,67
2023.0,Summer Intern,Government of Punjab,,Government,Internships,,,https://www.linkedin.com/company/government-of-punjab/about/,,PRE,,100
2023.0,Transfer Pricing Analyst,Grant Thornton LLP (Canada),,Academia,Academia,,,https://www.doanegrantthornton.ca/careers/,,POST,,50
2023.0,Sales Development Associate,GrantMe,,Government,Sales / Business Development,,,https://grantme.notion.site/GrantMe-Careers-b44d983094c44113a512f05b48368bef,,PRE,,60
2023.0,Account Executive,GrantMe,,Government,Sales / Business Development,,,https://grantme.notion.site/GrantMe-Careers-b44d983094c44113a512f05b48368bef,,POST,,60
2023.0,Market Researcher,"Groundwork Operations, LLC",,Research,Operations and Supply Chain Management,,,https://groundworkoperations.com/careers/,,PRE,,100
2023.0,Finance Intern,Haisco Pharmaceutical,,Internships,Finance & Banking,,,https://en.haisco.com/,,PRE,,82
2023.0,Customer Service Agent,Harbour Air Seaplanes,,Law,Customer Experience and Service Management,,,https://harbourair.com/careers/,,POST,Started during degree,67
2023.0,Sales Associate,Hills Dry Goods,,Internships,Sales / Business Development,,,https://www.hillsdrygoods.com/pages/careers,,PRE,,55
2023.0,Administrative Assistant,Hillside Wealth Management,,Government,Administration and Office Management,,,https://hillsidewealth.ca/,,POST,,60
2023.0,Associate Investment Advisor,Hillside Wealth Management,,Government,Finance & Banking,,,https://hillsidewealth.ca/,,POST,,60
2023.0,Junior Analyst,Housing Diversity Corporation,,Consulting & Advisory,Consulting & Advisory,,,https://www.linkedin.com/company/housing-diversity/about/,,PRE,,52
2023.0,Real Estate Analyst,Housing Diversity Corporation,,Real Estate,Real Estate,,,https://www.linkedin.com/company/housing-diversity/about/,,POST,,100
2023.0,Business Analyst,HSBC,,Data Science & Analytics,Data Science & Analytics,,,https://www.hsbc.com/careers,,POST,,60
2023.0,Research Fellow,HSBC Social Innovation Academy,,Research,Research,,,https://www.riipen.com/level-up-case-studies/hsbc-social-innovation-academy-storyline-creation-for-youth-recruitment,,PRE,,100
2023.0,Analyst,HSBC Social Innovation Academy,,Academia,Academia,,,https://www.riipen.com/level-up-case-studies/hsbc-social-innovation-academy-storyline-creation-for-youth-recruitment,,PRE,,80
2023.0,Digital Consulting Analyst,Huron,,Consulting & Advisory,Consulting & Advisory,,,https://www.huronconsultinggroup.com/company/careers,,POST,,62
2023.0,Digital Consulting Senior Analyst,Huron,,Consulting & Advisory,Consulting & Advisory,,,https://www.huronconsultinggroup.com/company/careers,,POST,,67
2023.0,Data Analyst and Labour Market Analyst,Immigrant Employment Council of BC,,Health and Healthcare,Data Science & Analytics,,,https://iecbc.ca/opportunities/,,POST,,52
2023.0,Project Assistant,"Immigration, Refugees and Citizenship Canada",,Internships,"Administration and Office Management, Project / Program Development",,,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/careers.html,,PRE,,73
2023.0,Strategy Intern ,"Incline Investment Advisors, LLC",,Internships,"Strategy Consulting, Finance & Banking",,,https://inclineia.com/,,PRE,,64
2023.0,Digital Trade and Global Policy Fellow,Information Technology Industry Council (ITI),,Policy,Policy,,,https://www.itic.org/about/careers-at-iti,,POST,,100
2023.0,Policy Consultant,"Innovation, Science and Economic Development Canada",,Policy,Consulting & Advisory,,,https://ised-isde.canada.ca/site/job-opportunities/en,,POST,,100
2023.0,Industry Data Analyst,Insurtech Advisors LLC,,Insurance,Data Science & Analytics,,,https://insurtechadvisors.com/,,PRE,,67
2023.0,Research Assistant,InterVISTAS Consulting,,Research,"Administration and Office Management, Consulting & Advisory",,,https://www.intervistas.com/careers/,,PRE,,100
2023.0,Research Assistant,InterVISTAS Consulting,,Research,"Administration and Office Management, Consulting & Advisory",,,https://www.intervistas.com/careers/,,POST,,100
2023.0,Analyst,InterVISTAS Consulting,,Internships,Consulting & Advisory,,,https://www.intervistas.com/careers/,,POST,,64
2023.0,Junior Editor,IONA Journal of Economics,,Economics,Economics,,,https://www.ionajournal.ca/apply,,PRE,,100
2023.0,Exchange Author ,IONA Journal of Economics,,Economics,Economics,,,https://www.ionajournal.ca/apply,,PRE,,100
2023.0,Managing Editor ,IONA Journal of Economics,,Economics,Economics,,,https://www.ionajournal.ca/apply,,PRE,,100
2023.0,Student Researcher,Ipsos,,Research,Research,,,https://www.ipsos.com/en-us/careers/opportunities-ipsos,,PRE,,100
2023.0,Marketing Coordinator,Italian Chamber of Commerce in Canada - West,,E-Commerce,"Marketing & Communications, Project / Program Development",,,https://iccbc.com/,,PRE,,80
2023.0,Financial Literacy Program Facilitator,JA British Columbia,,Insurance,Insurance,,,https://jabc.org/getinvolved/,,PRE,,56
2023.0,Customer Service Representative,Jamjar Canteen,,Real Estate,Customer Experience and Service Management,,,https://www.jamjarcanteen.ca/work-with-us,,PRE,,64
2023.0,Merchandising Intern,JD.COM,,Economics,Internships,,,https://corporate.jd.com/Career,,POST,,56
2023.0,Merchandising Assistant,JD.COM,,Economics,Administration and Office Management,,,https://corporate.jd.com/Career,,POST,,56
2023.0,Investment Banking Associate,Jefferies,,Government,Finance & Banking,,,https://www.jefferies.com/careers/,,POST,,60
2023.0,Sales Associate Intern,JM Financial Ltd.,,Finance & Banking,"Internships, Sales / Business Development",,,https://www.jmfl.com/careers/overview,,PRE,,80
2023.0,Teaching Assisant,JNC Stusy Abroad Platform,,Law,Law,,,https://www.linkedin.com/company/jnc-study-abroad-platform/about/,,PRE,,67
2023.0,Account Executive,Jobber,,Business & Enterprise,Sales / Business Development,,,https://www.getjobber.com/about/careers/,,POST,,41
2023.0,Server Liaison,JOEY Restaurant Group,,Consulting & Advisory,"Hospitality & Retail (Food, Service Industries)",,,https://apply.workable.com/joey-restaurants-1/,,PRE,,80
2023.0,Research Assistant,Johns Hopkins School of Advanced International Studies (SAIS),,Research,Administration and Office Management,,,https://sais.jhu.edu/,,POST,,100
2023.0,Student Intern,Johnson & Johnson,,Internships,Internships,,,https://www.careers.jnj.com/en/,,PRE,,64
2023.0,Summer Sales Intern ,JTI (Japan Tobacco International) ,,Internships,Sales / Business Development,,,https://www.jti.com/en/careers/job-opportunities,,PRE,,64
2023.0,Data Analyst Intern,KASI Insight,,Internships,Data Science & Analytics,,,https://www.kasiinsight.com/,,PRE,,73
2023.0,Platform and Data Analyst,KASI Insight,,Law,Data Science & Analytics,,,https://www.kasiinsight.com/,,PRE,,67
2023.0,"Project Intern, Financial Shared Services Centre",Kingdee Software,,Internships,"Technology, Project / Program Development",,,https://www.kingdee.com/mo/careers/,,PRE,,64
2023.0,Partner ,Knock Media,,Academia,Academia,,,https://www.linkedin.com/company/knockmmedia/about/,,PRE,,50
2023.0,Chef de Partie,Kokoro Tokyo Mazesoba-UBC,,Post-Secondary Institution,Post-Secondary Institution,,,https://menyakokoro.com/,,PRE,,80
2023.0,Center Assistant,Kumon,,Internships,Administration and Office Management,,,https://www.kumon.com/ca-en/careers,,PRE,,64
2023.0,Assistant Instructor,"Kumon North America, Inc.",,Insurance,Administration and Office Management,,,https://www.kumon.com/ca-en/careers,,PRE,,56
2023.0,Primary Student Instructor,"Kumon North America, Inc.",,Insurance,Insurance,,,https://www.kumon.com/ca-en/careers,,PRE,,56
2023.0,Assistant Manager,"Kumon North America, Inc.",,Actuarial Science,Administration and Office Management,,,https://www.kumon.com/ca-en/careers,,PRE,,55
2023.0,Investor Apprentice,Langdon Equity Partners,,Law,Law,,,https://www.langdonpartners.com/careers,,POST,,67
2023.0,Peer Mentor,LeapUp Edutech,,Law,Law,,,https://leapup.in/work-with-us/,,PRE,,67
2023.0,Investment Research Intern,Leith wheeler Investment Counsel Ltd.,,Finance & Banking,"Internships, Research",,,https://www.leithwheeler.com/careers,,PRE,,80
2023.0,Cylinder Handler,Linde,,Insurance,Insurance,,,https://www.lindecareers.com/en/,,PRE,,56
2023.0,Sales Associate,Little Burgundy Shoes,,Academia,Sales / Business Development,,,https://www.littleburgundyshoes.com/careers-pages/apply-now,,PRE,,50
2023.0,Lead of AI in Quant Finance Solutions ,LLMQuant,,Insurance,"Data Science & Analytics, Finance & Banking",,,https://www.linkedin.com/company/llmquant/about/,,POST,,67
2023.0,Cashier,Loblaws City Market,,Law,"Hospitality & Retail (Food, Service Industries)",,,https://careers.loblaw.ca/,,PRE,,100
2023.0,Campus Ambassador,Look4Tutor,,Business & Enterprise,Academia,,,https://look4tutor.com/join-us/,,PRE,,47
